User ID	Retweets	Favorites	Has_url	Polarity	Popularity	numMentions	Labels	follower_ids
2747504632.0	2119.0	0.0	1.0	2.6232	2119.0	14.0	84	[4499607941, 719996095305281537, 721522336822730752, 720177004419518465, 711845539726430209, 719290956747579392, 110487235, 718539629096517632, 720040457137299460, 435318988, 714660804037988352, 70295497, 3087179217, 291588441, 2654141456, 2595339703, 3486395177, 717211639687282688, 387790414, 4918943330, 4412241734, 3384276809, 4743478581, 3359851, 4062005021, 421780184, 322189517, 287789223, 2424552324, 1447023979, 710925918680834049, 3100049153, 4520408472, 710526588069220352, 59830916, 4386946815, 702328516575154176, 144588140, 709233655768551432, 569005559, 4290276441, 3279269082, 702164136243896320, 3220231513, 701524346704150528, 701497573211770881, 437664641, 795626, 3349762552, 2578043944, 2258258377, 4862030000, 266152718, 3021856465, 4853692207, 4846774042, 4618541728, 4766483870, 532657890, 4708226055, 4695549720, 4656646487, 4646259497, 3161760900, 3557841074, 4601164156, 1531368576, 4506087455, 3333215027, 4495006942, 4515531827, 2269005950, 4439166736, 435260935, 256206338, 4342854076, 2995039949, 2571872893, 4086935715, 3022211730, 1454488878, 4054156993, 4120815389, 374227012, 4085500455, 3024656020, 4060998837, 259808059, 248478594, 4087004352, 3165901472, 3987857361, 712804896, 3610696753, 3229292575, 2195186954, 3677207835, 459921127, 1665737941, 1405320913, ...]
246557633.0	7709.0	0.0	0.0	0.898	7709.0	1.0	7	[3246510256, 2417778055, 1960452432, 3303666254, 718417614117150720, 717511177299968001, 715972721541296128, 266091127, 481540692, 4441109086, 3319323829, 4152673935, 97087769, 3221036065, 2457154388, 178533201, 1631233651, 16926194, 124338700, 1350868069, 729055795, 316622807, 3387379239, 316363116, 3163029847, 3434624494, 594472344, 1007349943, 1887620046, 3704192775, 3313570707, 3014519959, 3271372886, 1633858764, 1025182904, 2445226075, 2478224552, 14307648, 23978832, 958284511, 314475002, 316544540, 2444549665, 315833544, 12399362, 27271227, 3267929910, 1368701184, 104996731, 353022633, 316280196, 316032963, 167825860, 173561425, 16720037, 2445777054, 278264376, 2546505524, 3036973742, 24250029, 1208641405, 3131564468, 2941960649, 122239667, 3120747932, 118221781, 192396059, 26947798, 22168487, 23046474, 190122374, 334050306, 2418121956, 297799785, 16553226, 15374714, 21370241, 227177120, 298786490, 3006944360, 2453488430, 2943968272, 1493607397, 19572710, 2770459785, 2512580095, 262553227, 2907860462, 2905925298, 244508252, 2555560308, 2791765473, 341461393, 2526305030, 45075781, 2661682586, 17467023, 2572591314, 2424279060, 40323391, ...]
7578742.0	7709.0	0.0	0.0	1.0	7709.0	1.0	7	[4839444327, 4827614230, 20452100, 711496146242445312, 2735348801, 4044924562, 4827008919, 4038530543, 20963241, 2951946238, 1301709182, 35113926, 4786707913, 32335485, 4617953655, 4186525707, 2602619424, 17972212, 4381725388, 198561083, 3447645196, 18548136, 222202761, 2384029862, 3437776454, 3240531560, 113746177, 235253769, 1942592666, 2279556006, 2963830033, 608864064, 109354637, 2391874478, 3052830066, 25465969, 1870228820, 34127944, 1156152529, 54281549, 2918117617, 1726076226, 2319157155, 221616985, 133584360, 55753, 2847323395, 2798630002, 2778872259, 183532026, 389725587, 2755523316, 2785096057, 19123879, 2297358990, 121913943, 68233124, 2291188094, 2308984784, 2169627935, 1158729439, 15518281, 518968361, 395127008, 2259682914, 138007573, 1476013080, 244923201, 16008617, 29306765, 16875756, 1301426474, 337338496, 115179501, 416205815, 111266356, 88241201, 40272260, 156870568, 261436914, 29654066, 1150279562, 1146099584, 45228278, 90938377, 912286548, 900005089, 27887630, 114401398, 330672103, 219516899, 31582823, 544437103, 459936541, 548794337, 373238461, 15325587, 16103078, 90665991, 431122610, ...]
14172204.0	7709.0	0.0	0.0	0.255	7709.0	1.0	7	[722290850466672641, 75122893, 27156169, 4922815580, 3138926862, 4837941445, 2390100040, 4188934127, 16292409, 3827956042, 17164441, 12365862, 100657882, 2340240513, 2977352632, 6469092, 1601649072, 2233245703, 2902717954, 2899755937, 2873804999, 2818225992, 1037658433, 36632058, 784280222, 90927068, 2844205244, 868425637, 231070098, 73731684, 266058061, 2787186643, 2783291305, 883434968, 2746392950, 2489595865, 14674238, 404284428, 2711041175, 2603699274, 138918918, 933325454, 21408893, 18271440, 27460924, 2571776365, 2562386137, 629751610, 13109322, 20501666, 2458209180, 2286933728, 2434973809, 2477382668, 2482305098, 15004063, 2352274284, 2319505597, 807730705, 121637129, 98044503, 214729040, 126767826, 156599036, 740011717, 239671850, 395580676, 471229334, 2239996045, 82663440, 2174286061, 23730577, 1920470750, 69120569, 637323855, 335624438, 27384074, 1608708452, 1387170660, 1460930785, 1410601166, 1330374852, 90273704, 1377226716, 25573755, 8550602, 1230913400, 1180475364, 1178073858, 17436918, 22233385, 747410076, 40453163, 418287390, 17269096, 612493515, 454528094, 15412833, 539467896, 296404499, ...]
2814133260.0	4721.0	0.0	17.0	8.4096	4721.0	57.0	296	[37660284, 269477523, 1621264393, 301074626, 19574238, 33923443, 2289556736, 2834878073, 2810395514, 494257164, 1581572598, 163796311, 2852414443, 2836175703, 158208055, 2756873076, 2845624539, 2840758341, 15917800, 574110064, 294291365, 2875320147, 2746420754, 2782040341, 2390207468, 2873322143, 2357977123, 2893158570, 2896940221, 1323229609, 928272938, 2845238149, 2323535310, 2813904001, 242182529, 2835124323, 73660909, 1536735920, 2833408754, 2828072102, 2709936560, 2798657400, 2812745721, 147300717, 114777835, 2801506834, 1251453475, 2856010706, 2856460387, 2311435027, 2575314530, 1683985212, 2225273510, 1356030014, 708888523, 845649349, 2826306403, 2800681614, 2747746256, 161469460, 305433319, 461344573, 502368920, 2816645488, 2814199862, 2326309104, 133413133, 2783761682, 79243628, 166240143]
2795340192.0	3578.0	0.0	10.0	8.6869	3578.0	29.0	168	[275276082, 15063486, 4838824736, 575719021, 2492324996, 2585165988, 3633049816, 4105868473, 3245541990, 147300717, 3296195766, 39609592, 2882829690, 3340474558, 557265175, 3088610712, 720647107, 19015287, 3187178471, 3253327273, 2782756512, 839555382, 2907418647, 28954941, 599150480, 2871006265, 2613744325, 2202301848, 2838668197, 1542293558, 3227278767, 2795766408, 2893862033, 3235183858, 358545917, 3165965225, 774389106, 2964038584, 2847409956, 24309304, 2997942979, 18146977, 47334164, 15477254, 253016290, 2975054808, 3167030909, 3112569449, 68705295, 862253905, 2826414247, 3145166346, 2790398736, 3140638171, 2393620658, 307584252, 3130236760, 3121614558, 1058634006, 544001732, 2829532397, 10720422, 116076808, 163151979, 3120652407, 3063996983, 616446433, 26385735, 2893976604, 950142270, 3041150660, 2750667659, 3019433783, 3069216644, 35051304, 3098110989, 447425165, 3029212871, 2857905234, 155002143, 2869596159, 2973940259, 410122007, 2758141238, 2872051883, 2615412656, 2935118771, 3082865284, 2938370841, 3064490651, 590629399, 2935362498, 1246375584, 2844220461, 1495943988, 3050175748, 2937441030, 3013634347, 3066206409, 36819330, ...]
2792513884.0	3510.0	6.0	13.0	6.2915	3516.0	53.0	216	[2992513578, 722411447842549762, 470100265, 2207780696, 4570131461, 707397367029313536, 325246257, 2446079094, 4356216616, 251052944, 3252669380, 3044949722, 705077011325153281, 183993932, 3633049816, 706001147937603584, 2686761836, 4102686441, 2786395269, 704805889354690562, 72921705, 3694282641, 3230892950, 499923131, 2200698374, 2256615673, 1035586338, 465606946, 1338765866, 3111278345, 4839228748, 3107110095, 4724003172, 2835837491, 20458805, 2798765632, 24309304, 4789936009, 3239903533, 4687870596, 317276003, 353964297, 4766163801, 4668806968, 1870269956, 56216595, 3188645322, 3907422192, 2523592135, 1654860272, 1055786635, 799369968, 393756935, 3146445098, 1343501892, 1531368576, 2806004678, 990639804, 2891481426, 2879378983, 1347065635, 1077607729, 2807212717, 2880846933, 16710197, 268613555, 3351448120, 2468575334, 120186182, 3075683053, 15477254, 259808059, 4087004352, 15035654, 1891427580, 65974890, 2822871973, 3620806457, 2620098761, 3365113659, 310617038, 160989385, 2414940709, 3107789626, 359530857, 2380093922, 959911999, 3410163009, 616914139, 2825382164, 29292341, 1719665305, 2937962502, 3634387994, 329531410, 3666187398, 18146977, 1460549084, 2788757714, 3375764901, ...]
175378976.0	1101.0	924.0	1.0	0.0	2025.0	0.0	9	[722824443819524096, 2918166682, 721246011369369600, 23972147, 323626600, 3189000228, 540615369, 101417092, 3119755955, 300173607, 143643128, 82405779, 18178957, 2949440396, 1458195248, 18299854, 17850769, 2380683349, 12144942, 4811953092, 901056266, 714530037291159553, 308196210, 216773006, 3330377908, 719334868434300929, 220486009, 2511318390, 24773009, 326469370, 722705731, 2804719111, 721559821476966400, 359779104, 40735362, 2722247756, 4007684352, 254688485, 262168753, 2964962709, 3229800539, 713541223537987585, 29550755, 447355272, 38365934, 281603236, 4828470937, 385677093, 2362329520, 2222348845, 47009747, 710200191874424832, 841346719, 35329249, 246889764, 2198131868, 28727038, 25860277, 2910971, 720326801654816768, 389764212, 4892089761, 34480648, 1634661600, 7258242, 17103002, 438858294, 120154463, 2682746034, 161011548, 390324586, 26903123, 2343425652, 234250483, 2404008998, 4824365482, 65662809, 224047611, 404615748, 707762438460997632, 718192538952273920, 282323293, 168813064, 17763193, 1949657419, 549736108, 193107683, 720679484261801984, 959075270, 890322810, 47844185, 88813626, 43413543, 368712410, 337527976, 315585953, 6572102, 4738598236, 49071330, 31057521, ...]
2814008060.0	1961.0	0.0	3.0	3.3822	1961.0	16.0	108	[2871404379, 338764812, 2162961668, 1323366451, 3197733075, 1221486553, 3381190151, 19015287, 3381452483, 370827550, 2954999301, 2786407828, 2837718577, 983810852, 3102084557, 49878705, 2875135938, 795561996, 599777096, 558908598, 1933042237, 2372880199, 60784269, 3075683053, 2441656362, 116375949, 2987613632, 2842209945, 28478793, 2987605712, 3196925353, 3189903732, 2871504424, 3187005578, 79243628, 3249995009, 17907265, 292858318, 701166529, 1730320867, 2885859740, 3187798135, 2977968005, 2517916948, 542334064, 3235183858, 17944711, 3185533727, 2882509938, 354961568, 2886177579, 2832326409, 1056333654, 3179401705, 19448118, 3215199772, 3141225003, 2430165854, 108671131, 2696950669, 82884121, 21779975, 3044945416, 2875316333, 15477254, 2888132107, 63290127, 3165965225, 29292341, 139754706, 2949240449, 2830537024, 2833345254, 2937680624, 3167030909, 2874430529, 6097862, 15035654, 2847657333, 3146720791, 1686315325, 2803927925, 849029940, 1414322052, 3035382864, 87722354, 2836528966, 37430405, 2413817191, 259808059, 15995809, 2391349315, 2937441030, 566492902, 2890519873, 2821042888, 2355244596, 2879163272, 3065755409, 2825424787, ...]
24273999	694.0	1172.0	0.0	0.2732	1866.0	0.0	9	[713819084282957825, 137727876, 977112482, 713818377844723712, 719588080676651008, 701097745583443968, 45571759, 17881895, 17133085, 538268535, 94440829, 133133575, 78781953, 403043375, 4536769103, 5531822, 331190180, 291797289, 5393432, 19191326, 3345649940, 3439118609, 4747795334, 3345759973, 4686153613, 4175126255, 4168346417, 3407905011, 4158045513, 5827, 633228680, 300529950, 2713454281, 128268364, 15087547, 22176976, 47441164, 129948552, 3665755217, 3416761948, 3122131469, 3317858658, 121657014, 32834795, 2720819869, 3245426395, 2376825392, 14404972, 3074654045, 3255000701, 254963376, 34123611, 849151604, 158453786, 3056817287, 2901107320, 763814209, 167276041, 3015680438, 2996374428, 728918250, 53963094, 2972136676, 127977737, 31291726, 474340416, 289056560, 2954836647, 25030208, 1948116979, 2916269553, 2808165815, 2893924788, 19671958, 2841813432, 2533617943, 898501310, 403229867, 11744792, 223552830, 25528202, 15606486, 2683508207, 1326994201, 479633072, 15852223, 90975527, 2837598173, 27309226, 51717726, 889933904, 36533769, 104265771, 162671472, 37136625, 2238571676, 226785727, 2676359173, 1483324069, 145416225, ...]
2377815434	2219.0	1738.0	1.0	0.0	3957.0	0.0	10	[349019271, 1611466016, 1094018702, 3301659183, 216761742, 722143952141352960, 3119974499, 432241884, 3167698273, 722790950016159745, 703844458882682881, 26342128, 52856214, 708637965233332224, 4363467204, 1923630930, 101616271, 187377063, 2281367513, 4568787555, 2339047453, 2206078977, 723123443302993920, 62772423, 628322207, 1035533808, 548832856, 452206725, 717848611455762432, 210889004, 4872161092, 518247843, 4233684339, 722789612012183552, 2760660386, 631353268, 336686014, 93135072, 722950003770023936, 541980689, 1374208597, 3693276193, 4683014659, 1562422009, 3403177697, 722318808933736449, 4842016213, 2794744632, 965495280, 4442052455, 125130577, 19981052, 723010454105149441, 495633928, 4898027452, 906329154, 718430417339060225, 61107337, 2646120290, 2954909151, 2830536532, 4752501147, 1067350950, 907777717, 4184481867, 723007196171096064, 4821969063, 462500886, 392881037, 3313207130, 57395710, 1074668732, 3759355813, 468763096, 58345135, 381896153, 292059722, 1454959946, 719828020001906689, 1046985212, 359453443, 813203978, 2710933283, 178834399, 446569381, 422177679, 722567803346100224, 722981015451492352, 61157809, 722364780984426496, 621175123, 1290027896, 534511080, 4846831426, 136518948, 1688500879, 3183674491, 1323174576, 2743938668, 313594220, ...]
2463065714	3391.0	0.0	3.0	0.717	3391.0	3.0	30	[2235191251, 4508567914, 390628590, 4253716558, 4702888993, 289511094, 350142481, 123044461, 60794918, 14297863, 49717501, 3289836334, 2265661259, 227064026, 46331820, 721539606722641922, 706179701300183040, 465970366, 140404561, 4446234072, 6549332, 412173948, 3352446129, 72679050, 714111447417098240, 39764991, 719849611381366785, 719296143801389057, 4877359307, 351605626, 16600574, 2901003268, 907884296, 3144323865, 4882743003, 1707943794, 4673049067, 467044319, 23483816, 955069711, 2516124930, 3080299061, 704383250374987776, 4709584942, 3094292199, 311654967, 22840313, 704487905683750913, 114010103, 1242525277, 706908455043334144, 3139175981, 712938011432980480, 176107328, 332792979, 350312290, 350509998, 378206995, 348914995, 4899171970, 348794164, 2988059151, 3312988014, 77314408, 272086062, 368507808, 3944280993, 705212871618093059, 17777702, 713271157038956544, 4857307414, 124940096, 436525546, 4276696775, 20446848, 381528496, 352418888, 3207551416, 706616495766372352, 704682830450860032, 2275883743, 405022806, 2692473315, 4904975769, 3303199214, 2420024676, 488981714, 705645003708637185, 706658301702971392, 1623145514, 336599379, 695497337934774273, 2457567541, 1317540704, 20248157, 20674369, 19181130, 4237061235, 1184103289, 55633945, ...]
467458488	3391.0	0.0	3.0	1.475	3391.0	3.0	30	[3134783215, 705114058777882624, 1969346438, 76689333, 3293754308, 4055814263, 16600574, 391338687, 1228545349, 713509002030792705, 2620614029, 2865488616, 309895290, 719784094096351233, 4207571008, 3633739813, 705755098702602240, 719722843156688898, 3092577159, 37403256, 3312236527, 4614879493, 14297863, 711372472025784320, 2776134187, 17600294, 3174030958, 4254417543, 19571621, 992382206, 2827682557, 2351114448, 4884300376, 707282701259292673, 46422935, 716883142846595072, 41799497, 714181169689075712, 49462990, 411899555, 3107964530, 253701672, 3604162515, 732019663, 710798573944872960, 706172091876433920, 3603117561, 1347042894, 46722063, 28124206, 696036917872353280, 4857601803, 3445121174, 2227498327, 1663865216, 437433378, 708064758805561344, 461026420, 2852191167, 4034039554, 4750192778, 1967366150, 102475469, 114554280, 712867453177630720, 302690890, 1280558450, 59771693, 709772675191857153, 4077309580, 358464377, 509898864, 4295447478, 359522500, 4874595526, 102105134, 4273637841, 404780488, 2423990036, 4445197001, 2420496306, 4804625636, 708225186064113664, 3018141896, 23636912, 2151571732, 707093603336790016, 705937748939571201, 4410821057, 4408088474, 4836534585, 3432820612, 704166322771517440, 2945736486, 4870264819, 4659103343, 569005559, 935854818, 635024437, 2302040934, ...]
